SeqName: ORFS:ptns	Description hits against Uniprotkb Nematodes	Length	#Hits	e-Value	sim mean										
comp42390_c0_seq1|m.64396	tr:a0a0d6lzd5_9bilaa0a0d6lzd5 cation channel family protein os=ancylostoma ceylanicum gn=anccey_03735 pe=4 sv=1	135	20	3.2E-78	97%										
comp42397_c0_seq1|m.64397	tr:u6pu12_haecou6pu12 protein os=haemonchus contortus gn=hcoi_01934100 pe=4 sv=1	103	10	5.4E-39	69.3%										
comp4239_c0_seq1|m.3708	tr:u6ntt9_haecou6ntt9 peptidase m22 domain containing protein os=haemonchus contortus gn=hcoi_00721400 pe=4 sv=1	424	20	3.0E-180	72.4%										
comp42401_c0_seq1|m.64398	tr:a0a0d8xqs0_dicvia0a0d8xqs0 bestrophin os=dictyocaulus viviparus gn=dicviv_06905 pe=4 sv=1	103	4	2.5E-19	63%										
comp4240_c0_seq1|m.3709	tr:a0a0d6ma64_9bilaa0a0d6ma64 adp-ribosylation factor family protein os=ancylostoma ceylanicum gn=anccey_04094 pe=4 sv=1	791	20	0.0E0	66%										
comp4240_c0_seq2|m.3710	tr:a0a0d6ma64_9bilaa0a0d6ma64 adp-ribosylation factor family protein os=ancylostoma ceylanicum gn=anccey_04094 pe=4 sv=1	256	20	2.1E-135	63.6%										
comp42411_c0_seq1|m.64399	tr:u6pmk1_haecou6pmk1 major facilitator superfamily mfs-1 domain containing protein os=haemonchus contortus gn=hcoi_01906000 pe=4 sv=1	117	20	6.5E-49	62.8%										
comp42419_c0_seq1|m.64400	tr:w6nsh5_haecow6nsh5 cre-pat-12 protein os=haemonchus contortus gn=hcoi_01963100 pe=4 sv=1	127	11	2.1E-25	60%										
comp4243_c0_seq2|m.3715	tr:u6pgp8_haecou6pgp8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_356 os=haemonchus contortus gn=hcoi_01355600 pe=4 sv=1	454	20	1.3E-68	55.45%										
comp42459_c0_seq1|m.64401	tr:a0a0d6ljn4_9bilaa0a0d6ljn4 kunitz bovine pancreatic trypsin inhibitor domain protein os=ancylostoma ceylanicum gn=anccey_09543 pe=4 sv=1	110	20	4.9E-40	74.15%										
comp4246_c0_seq1|m.3722	tr:a0a0b2vbk6_toxcaa0a0b2vbk6 bactericidal permeability-increasing protein os=toxocara canis gn=bpi pe=4 sv=1	548	18	0.0E0	54.33%										
comp4246_c0_seq2|m.3723	tr:q23448_caeelq23448 ghi-1 os=caenorhabditis elegans gn=ghi-1 pe=4 sv=1	279	16	4.4E-154	63%										
comp42478_c0_seq1|m.64403	tr:u6nhq3_haecou6nhq3 protein os=haemonchus contortus gn=hcoi_00165600 pe=4 sv=1	100	20	6.2E-55	72.75%										
comp4247_c0_seq1|m.3724	tr:a0a0d6lp96_9bilaa0a0d6lp96 globin os=ancylostoma ceylanicum gn=anccey_07029 pe=3 sv=1	203	20	1.3E-83	81.4%										
comp42506_c0_seq1|m.64405	TR:A0A0C2CV52_9BILAA0A0C2CV52 Uncharacterized protein (Fragment) OS=Ancylostoma duodenale GN=ANCDUO_08944 PE=4 SV=1	111	4	5.3E-10	60.75%										
comp42507_c0_seq1|m.64406	tr:a0a016v7m4_9bilaa0a016v7m4 ras family protein os=ancylostoma ceylanicum gn= pe=3 sv=1	171	20	5.3E-70	79.6%										
comp4250_c0_seq1|m.3727	tr:a0a0d8xgu3_dicvia0a0d8xgu3 serine esterase duf676 os=dictyocaulus viviparus gn=dicviv_12445 pe=4 sv=1	294	20	1.5E-132	69.1%										
comp42512_c0_seq1|m.64408	tr:a0a016wcp6_9bilaa0a016wcp6 innexin os=ancylostoma ceylanicum gn= pe=3 sv=1	127	20	2.4E-67	90.05%										
comp4251_c0_seq2|m.3728	tr:a0a0d8ya31_dicvia0a0d8ya31 sh2 domain protein os=dictyocaulus viviparus gn=dicviv_02445 pe=4 sv=1	148	18	2.0E-20	68.61%										
comp4252_c0_seq1|m.3729	tr:a0a0d8xnp0_dicvia0a0d8xnp0 heat repeat protein os=dictyocaulus viviparus gn=dicviv_09979 pe=4 sv=1	863	20	0.0E0	66.9%										
comp4252_c0_seq1|m.3731	---NA---	122	0	-	-										
comp42536_c0_seq1|m.64411	---NA---	99	0	-	-										
comp4253_c0_seq1|m.3734	tr:a0a0d8ycc1_dicvia0a0d8ycc1 trna (guanine-n -)-methyltransferase os=dictyocaulus viviparus gn=dicviv_01539 pe=4 sv=1	379	20	0.0E0	70.75%										
comp4253_c0_seq2|m.3736	tr:a0a0d8ycc1_dicvia0a0d8ycc1 trna (guanine-n -)-methyltransferase os=dictyocaulus viviparus gn=dicviv_01539 pe=4 sv=1	341	20	4.2E-169	69.75%										
comp4258_c0_seq1|m.3740	tr:u6pic6_haecou6pic6 rwd domain containing protein os=haemonchus contortus gn=hcoi_01726900 pe=4 sv=1	183	20	1.0E-59	63.3%										
comp42593_c0_seq1|m.64414	tr:u6ny13_haecou6ny13 glycoside hydrolase and peptidoglycan binding and peptidase m10a m12b and hemopexin matrixin domain containing protein os=haemonchus contortus gn=hcoi_00599600 pe=4 sv=1	181	20	2.0E-85	74.8%										
comp4262_c0_seq1|m.3748	tr:a0a0d6lw69_9bilaa0a0d6lw69 kinase domain protein os=ancylostoma ceylanicum gn=anccey_04598 pe=3 sv=1	476	20	0.0E0	91.35%										
comp42664_c0_seq1|m.64418	TR:A0A0D8XYR8_DICVIA0A0D8XYR8 Uncharacterized protein OS=Dictyocaulus viviparus GN=DICVIV_04891 PE=4 SV=1	161	1	6.0E-8	74%										
comp42678_c0_seq1|m.64419	tr:u6px10_haecou6px10 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_717 os=haemonchus contortus gn=hcoi_01971700 pe=4 sv=1	122	20	1.9E-30	69.45%										
comp42681_c0_seq1|m.64420	tr:a0a0d8xfw2_dicvia0a0d8xfw2 tetratricopeptide repeat protein os=dictyocaulus viviparus gn=dicviv_10402 pe=4 sv=1	193	20	1.5E-99	80%										
comp4271_c0_seq2|m.3761	tr:a0a0c2h096_9bilaa0a0c2h096 helicase protein os=ancylostoma duodenale gn=ancduo_02479 pe=4 sv=1	1252	20	0.0E0	76.6%										
comp4273_c0_seq1|m.3764	sp:ufl1_caeelq17750 e3 ufm1-protein ligase 1 homolog os=caenorhabditis elegans gn=ufl-1 pe=3 sv=1	745	20	0.0E0	66.7%										
comp42752_c0_seq1|m.64422	tr:u6npb7_haecou6npb7 zinc finger and nhl repeat domain containing protein os=haemonchus contortus gn=hcoi_00289400 pe=4 sv=1	104	19	1.1E-41	74.68%										
comp42756_c0_seq1|m.64424	tr:a0a0c2ggs8_9bilaa0a0c2ggs8 copper type ii ascorbate-dependent monooxygenase domain protein os=ancylostoma duodenale gn=ancduo_13524 pe=4 sv=1	123	20	9.9E-59	81.15%										
comp4275_c0_seq1|m.3767	tr:a0a0b1s579_oesdea0a0b1s579 serine threonine-protein phosphatase os=oesophagostomum dentatum gn=oesden_20255 pe=3 sv=1	280	20	5.2E-95	77.15%										
comp4276_c0_seq1|m.3768	tr:w2tef5_necamw2tef5 abc atp-binding protein os=necator americanus gn=necame_09308 pe=3 sv=1	671	20	0.0E0	78.55%										
comp42786_c0_seq1|m.64426	tr:u6npx4_haecou6npx4 nidogen and egf calcium-binding domain containing protein os=haemonchus contortus gn=hcoi_00446000 pe=4 sv=1	133	20	2.5E-52	68.5%										
comp42794_c0_seq1|m.64427	tr:u6pj96_haecou6pj96 tyrosine protein kinase domain containing protein os=haemonchus contortus gn=hcoi_01316600 pe=3 sv=1	101	20	9.9E-55	86.4%										
comp42799_c0_seq1|m.64428	tr:a0a0d8y503_dicvia0a0d8y503 wd g-beta repeat protein os=dictyocaulus viviparus gn=dicviv_01981 pe=4 sv=1	141	20	8.3E-79	90.85%										
comp42805_c0_seq1|m.64429	tr:u6p887_haecou6p887 ion transport domain containing protein os=haemonchus contortus gn=hcoi_01774300 pe=4 sv=1	160	20	1.9E-71	80.9%										
comp42820_c0_seq1|m.64430	tr:a0a0d8xi58_dicvia0a0d8xi58 homeobox domain protein os=dictyocaulus viviparus gn=dicviv_09626 pe=4 sv=1	117	20	5.3E-57	88.5%										
comp4282_c0_seq2|m.3774	tr:u6pnt0_haecou6pnt0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_485 os=haemonchus contortus gn=hcoi_01657400 pe=4 sv=1	256	10	1.4E-56	72.4%										
comp4283_c0_seq1|m.3776	tr:q2hqk3_caeelq2hqk3 os=caenorhabditis elegans gn= pe=1 sv=1	111	8	2.4E-50	68.13%										
comp42846_c0_seq1|m.64432	tr:a0a016u6w5_9bilaa0a016u6w5 protein kinase c os=ancylostoma ceylanicum gn= pe=4 sv=1	163	20	4.3E-77	67.2%										
comp42856_c0_seq1|m.64433	tr:u6pix6_haecou6pix6 transposase domain containing protein os=haemonchus contortus gn=hcoi_01297200 pe=4 sv=1	99	20	8.0E-14	77%										
comp42859_c0_seq1|m.64434	tr:a0a0d6l6l7_9bilaa0a0d6l6l7 ankyrin repeat protein os=ancylostoma ceylanicum gn=anccey_14416 pe=4 sv=1	128	5	6.8E-31	77%										
comp4285_c0_seq2|m.3780	tr:a8x9r8_caebra8x9r8 protein cbr-pbo-1 os=caenorhabditis briggsae gn=pbo-1 pe=4 sv=1	196	20	5.3E-99	87.55%										
comp42865_c0_seq1|m.64435	tr:a0a0c2gkq5_9bilaa0a0c2gkq5 fibronectin type iii domain protein os=ancylostoma duodenale gn=ancduo_12140 pe=4 sv=1	126	20	6.9E-61	85.5%										
comp42866_c0_seq1|m.64436	tr:a0a0d8xkp6_dicvia0a0d8xkp6 fork head domain protein os=dictyocaulus viviparus gn=dicviv_09595 pe=4 sv=1	99	20	1.9E-49	89.05%										
comp4286_c0_seq2|m.3783	tr:u6pwg4_haecou6pwg4 centromere protein cenp-b domain containing protein os=haemonchus contortus gn=hcoi_02169500 pe=4 sv=1	400	6	2.9E-95	59.67%										
comp42870_c0_seq1|m.64437	tr:a0a0c2fds4_9bilaa0a0c2fds4 tas retrotransposon peptidase a16 os=ancylostoma duodenale gn=ancduo_23242 pe=4 sv=1	149	4	6.6E-8	55.75%										
comp42876_c0_seq1|m.64438	---NA---	99	0	-	-										
comp4288_c0_seq1|m.3785	tr:o01859_caeelo01859 os=caenorhabditis elegans gn= pe=4 sv=3	197	20	2.9E-71	65.7%										
comp4289_c0_seq1|m.3786	tr:a0a0d8xra5_dicvia0a0d8xra5 p25-alpha os=dictyocaulus viviparus gn=dicviv_06771 pe=4 sv=1	168	20	2.1E-86	90.65%										
comp42908_c0_seq1|m.64439	tr:a0a0c2fpf9_9bilaa0a0c2fpf9 integrase core domain protein os=ancylostoma duodenale gn=ancduo_23204 pe=4 sv=1	182	20	9.2E-68	76.5%										
comp42915_c0_seq1|m.64440	tr:q9u3c0_caeelq9u3c0 os=caenorhabditis elegans gn= pe=4 sv=1	161	20	9.9E-75	72.25%										
comp4291_c0_seq1|m.3787	tr:u6nuw0_haecou6nuw0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_17 os=haemonchus contortus gn=hcoi_00777600 pe=4 sv=1	313	20	3.6E-133	67%										
comp42933_c0_seq1|m.64442	---NA---	100	0	-	-										
comp4293_c0_seq1|m.3789	tr:u6pwj8_haecou6pwj8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_7 os=haemonchus contortus gn=hcoi_00006600 pe=4 sv=1	298	10	9.2E-52	69.8%										
comp4294_c0_seq1|m.3791	tr:a0a0d8xuq0_dicvia0a0d8xuq0 short chain dehydrogenase reductase family protein os=dictyocaulus viviparus gn=dicviv_07843 pe=4 sv=1	339	20	7.7E-143	59.2%										
comp4294_c0_seq2|m.3792	tr:a0a0d8xuq0_dicvia0a0d8xuq0 short chain dehydrogenase reductase family protein os=dictyocaulus viviparus gn=dicviv_07843 pe=4 sv=1	223	20	2.0E-86	57.55%										
comp4295_c0_seq1|m.3793	tr:u6nw28_haecou6nw28 dna polymerase os=haemonchus contortus gn=hcoi_00499000 pe=3 sv=1	1582	20	0.0E0	75.95%										
comp4295_c0_seq2|m.3796	tr:u6nyk9_haecou6nyk9 dna rna helicase domain containing protein os=haemonchus contortus gn=hcoi_00735800 pe=4 sv=1	304	20	3.1E-131	73.35%										
comp4296_c0_seq1|m.3798	tr:u6ny91_haecou6ny91 ankyrin domain containing protein os=haemonchus contortus gn=hcoi_00702600 pe=4 sv=1	286	20	1.4E-153	90%										
comp42973_c0_seq1|m.64444	---NA---	99	0	-	-										
comp4297_c0_seq1|m.3802	tr:w2tkp0_necamw2tkp0 galactokinase os=necator americanus gn=necame_01950 pe=3 sv=1	426	20	0.0E0	76.45%										
comp42982_c0_seq1|m.64445	tr:d3kft0_caeeld3kft0 tag- isoform d os=caenorhabditis elegans gn=tag-241 pe=1 sv=1	117	19	5.9E-25	59.74%										
comp42984_c0_seq1|m.64446	tr:a0a0d8xlf3_dicvia0a0d8xlf3 c2 domain protein os=dictyocaulus viviparus gn=dicviv_09374 pe=4 sv=1	131	20	3.1E-62	73.8%										
comp4298_c0_seq1|m.3803	tr:f5gti7_angcaf5gti7 cathepsin b-like cysteine protease 2 os=angiostrongylus cantonensis pe=2 sv=1	352	20	1.5E-166	71.9%										
comp4298_c0_seq1|m.3804	---NA---	104	0	-	-										
comp42995_c0_seq1|m.64448	tr:a0a016s4z9_9bilaa0a016s4z9 chloride channel protein os=ancylostoma ceylanicum gn= pe=3 sv=1	100	20	2.2E-13	69.95%										
comp43011_c0_seq1|m.64449	tr:a0a0d8y239_dicvia0a0d8y239 2og-fe oxygenase family protein os=dictyocaulus viviparus gn=dicviv_03651 pe=4 sv=1	116	20	3.9E-61	86.8%										
comp4301_c0_seq1|m.3809	tr:a0a0d8xkn0_dicvia0a0d8xkn0 dtmp kinase os=dictyocaulus viviparus gn=dicviv_09643 pe=3 sv=1	208	20	1.5E-95	74.25%										
comp43022_c0_seq1|m.64450	tr:a0a0d8y7e3_dicvia0a0d8y7e3 cation transporter family protein os=dictyocaulus viviparus gn=dicviv_01708 pe=3 sv=1	108	18	3.4E-40	69.44%										
comp4302_c0_seq1|m.3810	tr:u6ptf5_haecou6ptf5 peptidase c19 domain containing protein os=haemonchus contortus gn=hcoi_01915200 pe=4 sv=1	693	20	0.0E0	82.6%										
comp4303_c0_seq1|m.3811	tr:a0a0d8y6t8_dicvia0a0d8y6t8 ubiquinone menaquinone biosynthesis methyltransferase os=dictyocaulus viviparus gn=dicviv_01290 pe=3 sv=1	287	20	2.2E-152	81.85%										
comp43050_c0_seq1|m.64451	tr:u6pk14_haecou6pk14 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_5358 os=haemonchus contortus gn=hcoi_01557700 pe=4 sv=1	120	2	4.4E-21	56.5%										
comp43063_c0_seq1|m.64452	tr:u6pxn8_haecou6pxn8 actin-binding wh2 domain containing protein os=haemonchus contortus gn=hcoi_02123100 pe=4 sv=1	102	12	8.6E-47	71.42%										
comp43077_c0_seq1|m.64454	tr:w6nja1_haecow6nja1 ion transport domain containing protein os=haemonchus contortus gn=hcoi_01463700 pe=4 sv=1	275	20	1.5E-147	94%										
comp43081_c0_seq1|m.64455	tr:w2tjq4_necamw2tjq4 major facilitator family protein os=necator americanus gn=necame_08240 pe=4 sv=1	121	6	4.6E-25	61.67%										
comp43085_c0_seq1|m.64456	tr:u6pca7_haecou6pca7 thiolase and sterol-binding domain containing protein os=haemonchus contortus gn=hcoi_00708600 pe=4 sv=1	131	20	1.9E-62	77%										
comp43089_c0_seq1|m.64457	tr:d6myg6_tricod6myg6 nicotinic acetylcholine receptor non-alpha subunit os=trichostrongylus colubriformis pe=2 sv=1	110	20	1.0E-44	86.55%										
comp43093_c0_seq1|m.64458	tr:u6ny50_haecou6ny50 ras domain containing protein os=haemonchus contortus gn=hcoi_00715900 pe=4 sv=1	102	20	2.3E-46	83.65%										
comp43114_c0_seq1|m.64460	tr:a0a0b1tph7_oesdea0a0b1tph7 gelsolin repeat protein os=oesophagostomum dentatum gn=oesden_02301 pe=4 sv=1	171	20	9.1E-64	75.95%										
comp4315_c0_seq2|m.3819	tr:u6pbg4_haecou6pbg4 immunoglobulin i-set domain containing protein os=haemonchus contortus gn=hcoi_01157500 pe=4 sv=1	892	20	0.0E0	73.45%										
comp4317_c0_seq2|m.3823	tr:u6nyj2_haecou6nyj2 dna methylase domain containing protein os=haemonchus contortus gn=hcoi_00770300 pe=4 sv=1	120	1	9.9E-4	69%										
comp43188_c0_seq1|m.64462	tr:a0a016tuu9_9bilaa0a016tuu9 phosphoinositide phospholipase c os=ancylostoma ceylanicum gn= pe=4 sv=1	213	20	1.2E-91	77.9%										
comp43207_c0_seq1|m.64463	tr:a0a0d8xfp0_dicvia0a0d8xfp0 homeobox domain protein os=dictyocaulus viviparus gn=dicviv_11450 pe=4 sv=1	125	20	9.4E-55	70.75%										
comp4320_c0_seq2|m.3827	tr:g5ee16_caeelg5ee16 os=caenorhabditis elegans gn= pe=1 sv=1	412	20	4.3E-55	67.85%										
comp4321_c0_seq1|m.3829	tr:a0a0d8y308_dicvia0a0d8y308 beta-ketoacyl-acyl-carrier-protein synthase ii os=dictyocaulus viviparus gn=dicviv_03236 pe=3 sv=1	401	20	0.0E0	75.65%										
comp4321_c0_seq2|m.3830	tr:a0a0d8y308_dicvia0a0d8y308 beta-ketoacyl-acyl-carrier-protein synthase ii os=dictyocaulus viviparus gn=dicviv_03236 pe=3 sv=1	407	20	0.0E0	76%										
comp43221_c0_seq1|m.64465	tr:u6nmw3_haecou6nmw3 clusterin-associated protein-1 domain containing protein os=haemonchus contortus gn=hcoi_00215700 pe=4 sv=1	142	20	7.4E-65	81.8%										
comp4322_c0_seq2|m.3834	tr:a0a0d8xem9_dicvia0a0d8xem9 dna repair protein os=dictyocaulus viviparus gn=dicviv_10943 pe=3 sv=1	581	20	0.0E0	75.45%										
comp43238_c0_seq1|m.64466	tr:u6pxs0_haecou6pxs0 endoglin cd105 antigen domain containing protein os=haemonchus contortus gn=hcoi_00037800 pe=4 sv=1	154	20	2.4E-76	84.8%										
comp4323_c0_seq2|m.3838	tr:w2sl85_necamw2sl85 mediator of rna polymerase ii transcription subunit 8 family protein os=necator americanus gn=necame_14813 pe=4 sv=1	200	20	1.5E-85	83.65%										
comp43251_c0_seq1|m.64467	---NA---	115	0	-	-										
comp4325_c0_seq1|m.3841	tr:a0a0c2hau0_9bilaa0a0c2hau0 gnat family os=ancylostoma duodenale gn=ancduo_03040 pe=4 sv=1	192	20	1.7E-109	71.85%										
comp4326_c0_seq2|m.3844	tr:u6ppc2_haecou6ppc2 atp dependent dna ligase and brct domain containing protein os=haemonchus contortus gn=hcoi_01834400 pe=4 sv=1	343	20	1.6E-166	71.8%										
comp43278_c0_seq1|m.64468	tr:u6p8l0_haecou6p8l0 pan-1 domain containing protein os=haemonchus contortus gn=hcoi_00993000 pe=4 sv=1	125	19	7.2E-46	68.95%										
comp4327_c0_seq1|m.3846	tr:u6p152_haecou6p152 amine oxidase and apyrase domain containing protein os=haemonchus contortus gn=hcoi_00605900 pe=4 sv=1	288	20	1.9E-148	71.9%										
comp4327_c0_seq2|m.3847	tr:f1kw54_ascsuf1kw54 lysine-specific histone demethylase 1b os=ascaris suum pe=2 sv=1	678	20	0.0E0	79.65%										
comp43283_c0_seq1|m.64469	---NA---	122	0	-	-										
comp4328_c0_seq1|m.3848	tr:u6pkq8_haecou6pkq8 major sperm protein os=haemonchus contortus gn=hcoi_01816600 pe=4 sv=1	205	20	4.0E-67	66.9%										
comp43320_c0_seq1|m.64470	tr:u6pa12_haecou6pa12 von willebrand factor and fibronectin domain containing protein os=haemonchus contortus gn=hcoi_01031400 pe=4 sv=1	103	20	8.3E-43	78.9%										
comp43323_c0_seq1|m.64471	---NA---	158	0	-	-										
comp4332_c0_seq2|m.3850	tr:u6pwq2_haecou6pwq2 protein gei-13 os=haemonchus contortus gn=hcoi_00039700 pe=4 sv=1	342	20	3.0E-155	80.45%										
comp43334_c0_seq1|m.64472	tr:a8xne9_caebra8xne9 protein cbg15947 os=caenorhabditis briggsae gn=cbg15947 pe=4 sv=2	133	20	3.3E-76	77.35%										
comp4333_c0_seq1|m.3851	tr:u6pbt4_haecou6pbt4 maternal tudor protein domain containing protein os=haemonchus contortus gn=hcoi_01459000 pe=4 sv=1	399	20	1.7E-108	55.2%										
comp43351_c0_seq1|m.64474	tr:u6pf28_haecou6pf28 bestrophin domain containing protein os=haemonchus contortus gn=hcoi_01238600 pe=4 sv=1	112	20	1.4E-61	79.25%										
comp43352_c0_seq1|m.64475	---NA---	104	0	-	-										
comp43360_c0_seq1|m.64476	---NA---	115	0	-	-										
comp43365_c0_seq1|m.64477	tr:u6q035_haecou6q035 zinc finger domain containing protein os=haemonchus contortus gn=hcoi_02146900 pe=4 sv=1	145	20	4.1E-59	82.2%										
comp43374_c0_seq1|m.64478	TR:A0A0K0DKZ0_ANGCAA0A0K0DKZ0 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	162	1	2.0E-90	99%										
comp43376_c0_seq1|m.64479	tr:a0a0c2hat2_9bilaa0a0c2hat2 immunoglobulin i-set domain protein os=ancylostoma duodenale gn=ancduo_03056 pe=4 sv=1	122	20	5.3E-44	72.55%										
comp43379_c0_seq1|m.64480	tr:w6ntc9_haecow6ntc9 cre-lgc-20 protein os=haemonchus contortus gn=hcoi_00267100 pe=4 sv=1	155	20	4.5E-76	83.15%										
comp4338_c0_seq1|m.3854	tr:u6ps54_haecou6ps54 glycosyl transferase domain containing protein os=haemonchus contortus gn=hcoi_01934000 pe=4 sv=1	230	20	2.2E-66	61.5%										
comp4338_c0_seq2|m.3855	tr:u6ps54_haecou6ps54 glycosyl transferase domain containing protein os=haemonchus contortus gn=hcoi_01934000 pe=4 sv=1	211	20	1.9E-59	61.75%										
comp43392_c0_seq1|m.64481	tr:u6phk6_haecou6phk6 7tm gpcr domain containing protein os=haemonchus contortus gn=hcoi_01646300 pe=3 sv=1	166	19	4.7E-73	70.58%										
comp4340_c0_seq1|m.3856	tr:w2sje7_necamw2sje7 lim domain protein os=necator americanus gn=necame_05145 pe=4 sv=1	365	15	8.7E-155	73.13%										
comp43414_c0_seq1|m.64482	---NA---	128	0	-	-										
comp43414_c0_seq1|m.64483	tr:a0a0d8xve7_dicvia0a0d8xve7 calcium binding egf domain protein os=dictyocaulus viviparus gn=dicviv_05396 pe=4 sv=1	128	20	1.8E-61	83.6%										
comp43420_c0_seq1|m.64484	tr:c6f0h4_anccac6f0h4 slowpoke potassium channel family member slo-1 os=ancylostoma caninum pe=2 sv=1	115	20	2.3E-66	97.25%										
comp4343_c0_seq2|m.3861	tr:u6p3g5_haecou6p3g5 fanconi anemia group m os=haemonchus contortus gn=hcoi_00484500 pe=4 sv=1	615	19	0.0E0	59.84%										
comp43449_c0_seq1|m.64485	TR:H3FD61_PRIPAH3FD61 Uncharacterized protein OS=Pristionchus pacificus PE=4 SV=1	115	1	5.8E-9	49%										
comp4344_c0_seq1|m.3863	tr:a0a0d6mcj3_9bilaa0a0d6mcj3 wd g-beta repeat protein os=ancylostoma ceylanicum gn=anccey_01869 pe=4 sv=1	475	20	0.0E0	72.8%										
comp4346_c0_seq1|m.3865	tr:u6p3t5_haecou6p3t5 pumilio rna-binding region domain containing protein os=haemonchus contortus gn=hcoi_00962900 pe=4 sv=1	702	20	0.0E0	80.1%										
comp4346_c0_seq1|m.3867	---NA---	104	0	-	-										
comp43481_c0_seq1|m.64486	tr:u6nqn2_haecou6nqn2 k homology domain containing protein os=haemonchus contortus gn=hcoi_00276000 pe=4 sv=1	128	20	2.1E-52	81.9%										
comp4348_c0_seq2|m.3870	tr:a0a0d6lmf2_9bilaa0a0d6lmf2 ras family protein os=ancylostoma ceylanicum gn=anccey_12107 pe=4 sv=1	155	20	9.2E-45	62.4%										
comp43495_c0_seq1|m.64487	tr:a0a0b2uwm3_toxcaa0a0b2uwm3 metal transporter cnnm4 os=toxocara canis gn=cnnm4 pe=4 sv=1	207	20	2.7E-87	80.15%										
comp434_c0_seq2|m.22	tr:a0a0b1t8p8_oesdea0a0b1t8p8 cub domain protein os=oesophagostomum dentatum gn=oesden_07979 pe=4 sv=1	115	20	3.0E-57	84.3%										
comp43515_c0_seq1|m.64488	tr:u6nhj9_haecou6nhj9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1093 os=haemonchus contortus gn=hcoi_00117000 pe=3 sv=2	108	20	1.9E-49	91.7%										
comp4353_c0_seq2|m.3875	tr:u6pua2_haecou6pua2 major sperm protein os=haemonchus contortus gn=hcoi_02083800 pe=4 sv=1	214	20	4.1E-21	53.95%										
comp4353_c0_seq2|m.3876	tr:a0a016v2d2_9bilaa0a016v2d2 major sperm protein os=ancylostoma ceylanicum gn= pe=4 sv=1	188	20	7.4E-36	53.05%										
comp43547_c0_seq1|m.64490	tr:u6prl2_haecou6prl2 nuclear hormone receptor domain containing protein os=haemonchus contortus gn=hcoi_01588800 pe=4 sv=1	100	20	1.3E-44	79.75%										
comp43563_c0_seq1|m.64491	tr:a8xgc1_caebra8xgc1 protein cbg12683 os=caenorhabditis briggsae gn=cbg12683 pe=4 sv=1	151	20	2.7E-85	86.05%										
comp4358_c0_seq1|m.3878	---NA---	100	0	-	-										
comp4358_c0_seq2|m.3880	tr:a0a0d8y0q2_dicvia0a0d8y0q2 phosphoglycerate mutase family protein os=dictyocaulus viviparus gn=dicviv_03383 pe=4 sv=1	298	20	4.1E-95	61.7%										
comp43602_c0_seq1|m.64494	tr:a0a0b1s211_oesdea0a0b1s211 7 transmembrane receptor os=oesophagostomum dentatum gn=oesden_23140 pe=4 sv=1	103	20	5.1E-25	82.1%										
comp43604_c0_seq1|m.64495	tr:u6psl6_haecou6psl6 myosin and myosin head and myosin tail domain containing protein os=haemonchus contortus gn=hcoi_01407400 pe=4 sv=1	111	20	4.4E-43	83.55%										
comp43607_c0_seq1|m.64496	tr:u6pjb2_haecou6pjb2 protein isoform b os=haemonchus contortus gn=hcoi_01713600 pe=4 sv=1	99	15	7.8E-41	69.93%										
comp43619_c0_seq1|m.64497	tr:a0a0b1trc1_oesdea0a0b1trc1 atp synthase a subunit os=oesophagostomum dentatum gn=oesden_00158 pe=3 sv=1	153	20	3.9E-80	93.65%										
comp4362_c0_seq1|m.3882	tr:u6pas3_haecou6pas3 mitochondrial matrix mmp37 domain containing protein os=haemonchus contortus gn=hcoi_01411400 pe=4 sv=1	121	20	2.4E-49	80.45%										
comp43642_c0_seq1|m.64498	tr:a0a0d6lzg9_9bilaa0a0d6lzg9 ctr copper transporter family protein os=ancylostoma ceylanicum gn=anccey_07871 pe=4 sv=1	110	20	2.0E-36	73.55%										
comp43665_c0_seq1|m.64499	tr:a8xkf6_caebra8xkf6 protein cbr-kcnl-3 os=caenorhabditis briggsae gn=kcnl-3 pe=4 sv=2	121	19	2.7E-44	86.58%										
comp43698_c0_seq1|m.64500	tr:a0a0d8xu53_dicvia0a0d8xu53 ef hand os=dictyocaulus viviparus gn=dicviv_06591 pe=4 sv=1	131	4	6.9E-18	64.25%										
comp43704_c0_seq1|m.64502	tr:a0a016we57_9bilaa0a016we57 sodium hydrogen exchanger os=ancylostoma ceylanicum gn= pe=3 sv=1	109	20	2.5E-14	60.75%										
comp4370_c0_seq1|m.3892	tr:a0a0d6l8q1_9bilaa0a0d6l8q1 cpsf a subunit region os=ancylostoma ceylanicum gn=anccey_12900 pe=4 sv=1	1123	20	0.0E0	76.7%										
comp43726_c0_seq1|m.64504	tr:u6p8t6_haecou6p8t6 myosin tail domain containing protein os=haemonchus contortus gn=hcoi_01002500 pe=4 sv=1	103	20	9.8E-48	88.15%										
comp43729_c0_seq1|m.64505	---NA---	99	0	-	-										
