SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp8384_c0_seq1|m.7828	uniref100_u6nei5 sterile alpha motif sam domain containing protein n=1 tax=haemonchus contortus =u6nei5_haeco	708	20	0.0E0	68.4%										
comp8384_c0_seq2|m.7829	uniref100_u6nei5 sterile alpha motif sam domain containing protein n=1 tax=haemonchus contortus =u6nei5_haeco	748	20	0.0E0	67.95%										
comp8387_c0_seq1|m.7832	uniref100_u6nk67 patched domain containing protein n=1 tax=haemonchus contortus =u6nk67_haeco	1388	20	0.0E0	74.65%										
comp8388_c0_seq1|m.7835	uniref100_u6pka2 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_576 n=1 tax=haemonchus contortus =u6pka2_haeco	125	6	6.4E-51	79.83%										
comp8393_c0_seq1|m.7838	uniref100_a0a0d8 y4f9phospholipase a n=1 tax=dictyocaulus viviparus =a0a0d8y4f9_dicvi	160	20	2.3E-55	66.4%										
comp8393_c0_seq2|m.7839	uniref100_a0a0d8 y4f9phospholipase a n=1 tax=dictyocaulus viviparus =a0a0d8y4f9_dicvi	133	20	8.0E-19	62.35%										
comp8394_c0_seq1|m.7841	uniref100_a0a0c2 fd66chaperone protein n=1 tax=ancylostoma duodenale =a0a0c2fd66_9bila	205	20	2.1E-96	85.75%										
comp839_c0_seq1|m.59	---NA---	121	0	-	-										
comp8403_c0_seq1|m.7848	major facilitator family protein n=1 tax=necator americanus =w2si26_necam	124	20	2.7E-47	75.4%										
comp8403_c0_seq2|m.7849	major facilitator family protein n=1 tax=necator americanus =w2si26_necam	278	20	8.1E-67	72.1%										
comp8404_c0_seq2|m.7851	uniref100_a0a0d8 xb82leucine rich repeat-containing domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xb82_dicvi	391	20	1.9E-167	77.85%										
comp8410_c0_seq1|m.7854	aaa family n=1 tax=necator americanus =w2tls2_necam	149	20	4.9E-31	59.7%										
comp8411_c0_seq1|m.7856	uniref100_a0a0d8 xtn4proteasome subunit alpha type n=1 tax=dictyocaulus viviparus =a0a0d8xtn4_dicvi	253	20	2.9E-138	84.9%										
comp8414_c0_seq2|m.7860	uniref100_u6p1h8 tgf-beta receptor activin receptor domain containing protein n=1 tax=haemonchus contortus =u6p1h8_haeco	126	20	2.9E-38	73.7%										
comp8417_c0_seq1|m.7861	uniref100_a0a0d8 xp34fibronectin type iii domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xp34_dicvi	496	20	0.0E0	87.45%										
comp8418_c0_seq1|m.7862	pyridine binding domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xvz9_dicvi	333	20	1.8E-173	87.35%										
comp8422_c0_seq1|m.7871	uniref100_u6pvt3 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pvt3_haeco	427	20	1.7E-122	51.1%										
comp8422_c0_seq2|m.7873	uniref100_u6pvt3 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pvt3_haeco	372	20	1.4E-112	52.25%										
comp8424_c0_seq1|m.7882	uniref100_a0a0d8 y2s3brca1 protein n=1 tax=dictyocaulus viviparus =a0a0d8y2s3_dicvi	252	20	5.3E-102	73.35%										
comp8425_c0_seq1|m.7883	uniref100_a0a0d8 y0j8dynamin family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0j8_dicvi	298	20	3.7E-163	79.95%										
comp8426_c0_seq1|m.7888	uniref100_a0a0c2 dls0peptidyl-prolyl cis-trans isomerase n=1 tax=ancylostoma duodenale =a0a0c2dls0_9bila	167	20	6.7E-89	91.2%										
comp8426_c0_seq1|m.7887	uniref100_w2te68  iojap-like protein n=1 tax=necator americanus =w2te68_necam	236	20	4.9E-56	59.35%										
comp8429_c0_seq1|m.7889	uniref100_a0a016 wue3ribosomal protein l7ae n=1 tax=ancylostoma ceylanicum =a0a016wue3_9bila	169	20	3.0E-70	82.7%										
comp8430_c0_seq1|m.7892	uniref100_u6nsz3 protein n=1 tax=haemonchus contortus =u6nsz3_haeco	378	20	2.6E-104	59.1%										
comp843_c0_seq1|m.60	uniref100_a8ws11 protein cbg02118 n=1 tax=caenorhabditis briggsae =a8ws11_caebr	158	8	5.7E-44	60.38%										
comp8441_c0_seq1|m.7897	---NA---	121	0	-	-										
comp8443_c0_seq1|m.7900	uniref100_a0a0d8 xkz3regulator of g protein signaling domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xkz3_dicvi	558	20	0.0E0	86.45%										
comp8446_c0_seq1|m.7901	uniref100_w2tby3 atp subunit e n=1 tax=necator americanus =w2tby3_necam	230	20	5.7E-116	91.15%										
comp8447_c0_seq1|m.7903	uniref100_a0a0d8 xyy1sh3 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xyy1_dicvi	385	20	7.2E-167	61.15%										
comp8448_c0_seq1|m.7905	---NA---	132	0	-	-										
comp8448_c0_seq2|m.7907	---NA---	181	0	-	-										
comp8448_c0_seq2|m.7908	---NA---	173	0	-	-										
comp844_c0_seq2|m.61	---NA---	100	0	-	-										
comp8452_c0_seq1|m.7912	uniref100_a0a0d8 y0m8set domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y0m8_dicvi	319	20	4.7E-158	75.1%										
comp8459_c0_seq1|m.7919	uniref100_u6pzc1 protein isoform a n=1 tax=haemonchus contortus =u6pzc1_haeco	312	19	9.7E-129	74.68%										
comp8463_c0_seq1|m.7921	uniref100_u6p9h0 carboxypeptidase n=1 tax=haemonchus contortus =u6p9h0_haeco	461	20	0.0E0	85.1%										
comp8464_c0_seq1|m.7923	uniref100_u6pts7 acyl- dehydrogenase and acyl- oxidase dehydrogenase domain containing protein n=1 tax=haemonchus contortus =u6pts7_haeco	416	20	0.0E0	88.35%										
comp8464_c0_seq1|m.7924	uniref100_a0a0d8 xrk0 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xrk0_dicvi	348	20	1.5E-171	79%										
comp8467_c0_seq1|m.7927	uniref100_f1lfa1 protein dgcr6 n=1 tax=ascaris suum =f1lfa1_ascsu	164	20	2.4E-74	67.45%										
comp8469_c0_seq2|m.7929	uniref100_u6nkk8 protein n=1 tax=haemonchus contortus =u6nkk8_haeco	139	6	2.1E-37	66.83%										
comp8473_c0_seq1|m.7932	uniref100_w2tsu5 ml domain protein n=1 tax=necator americanus =w2tsu5_necam	163	20	1.7E-62	64.1%										
comp8480_c0_seq1|m.7933	uniref100_u6pt57 chch domain containing protein n=1 tax=haemonchus contortus =u6pt57_haeco	143	20	1.1E-24	78.05%										
comp8480_c0_seq2|m.7934	uniref100_u6pt57 chch domain containing protein n=1 tax=haemonchus contortus =u6pt57_haeco	210	20	8.0E-89	81.2%										
comp8482_c0_seq1|m.7935	uniref100_u6pfw6 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_469 n=1 tax=haemonchus contortus =u6pfw6_haeco	686	7	5.9E-173	57.86%										
comp8483_c0_seq1|m.7936	uniref100_a0a016 v509sulfate adenylyltransferase n=2 tax=ancylostoma ceylanicum =a0a016v509_9bila	668	20	0.0E0	81.1%										
comp8483_c0_seq1|m.7937	---NA---	106	0	-	-										
comp8484_c0_seq1|m.7939	uniref100_w2tm18 nadh-quinone e subunit n=1 tax=necator americanus =w2tm18_necam	242	20	1.7E-120	83.05%										
comp8484_c0_seq2|m.7940	uniref100_w2tm18 nadh-quinone e subunit n=1 tax=necator americanus =w2tm18_necam	282	20	2.9E-112	84.1%										
comp8486_c0_seq2|m.7942	uniref100_w2t0h1  translation initiation factor sui1 n=1 tax=necator americanus =w2t0h1_necam	486	20	0.0E0	64.55%										
comp8489_c0_seq1|m.7943	uniref100_w6ndz5 zinc finger and nuclear hormone receptor domain containing protein n=2 tax=haemonchus contortus =w6ndz5_haeco	333	20	2.6E-168	77%										
comp8493_c0_seq1|m.7944	UniRuniref100_A0A0D8 XX13Uncharacterized protein n=1 Tax=Dictyocaulus viviparus RepID=A0A0D8XX13_DICVI	145	5	3.6E-25	73.4%										
comp8495_c0_seq1|m.7945	uniref100_a0a0d8 xve9atp synthase gamma subunit n=1 tax=dictyocaulus viviparus =a0a0d8xve9_dicvi	280	20	1.1E-134	79.5%										
comp8495_c0_seq2|m.7947	uniref100_a0a0d8 xve9atp synthase gamma subunit n=1 tax=dictyocaulus viviparus =a0a0d8xve9_dicvi	305	20	4.6E-152	86.8%										
comp8496_c0_seq2|m.7950	---NA---	106	0	-	-										
comp8497_c0_seq1|m.7951	isoform a n=3 tax=caenorhabditis elegans =o62444_caeel	442	20	2.2E-150	71.15%										
comp8516_c0_seq1|m.7961	uniref100_a0a0d8 y1z6microtubule associated protein 1a light chain 3 n=1 tax=dictyocaulus viviparus =a0a0d8y1z6_dicvi	173	20	8.0E-67	92.55%										
comp8518_c0_seq1|m.7962	tsa family n=1 tax=dictyocaulus viviparus =a0a0d8xr11_dicvi	249	20	3.9E-98	68.6%										
comp8518_c0_seq2|m.7963	tsa family n=1 tax=dictyocaulus viviparus =a0a0d8xr11_dicvi	229	20	6.7E-102	74.55%										
comp8520_c0_seq1|m.7965	uniref100_u6plm7 protein n=2 tax=haemonchus contortus =u6plm7_haeco	152	15	1.4E-76	84.27%										
comp8521_c0_seq1|m.7966	uniref100_a0a0d8 xfu3succinate- alpha subunit n=1 tax=dictyocaulus viviparus =a0a0d8xfu3_dicvi	337	20	3.8E-158	87.75%										
comp8523_c0_seq1|m.7970	uniref100_a0a0b1 t888cue domain protein n=1 tax=oesophagostomum dentatum =a0a0b1t888_oesde	269	20	6.8E-121	78.05%										
comp8523_c0_seq1|m.7971	---NA---	103	0	-	-										
comp8527_c0_seq1|m.7972	uniref100_u6pla6 preli msf1 domain containing protein n=1 tax=haemonchus contortus =u6pla6_haeco	218	20	1.7E-104	82.75%										
comp8529_c0_seq1|m.7973	uniref100_u6pe27 myotubularin-related and zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pe27_haeco	929	20	0.0E0	77.2%										
comp8529_c0_seq1|m.7975	---NA---	145	0	-	-										
comp8531_c0_seq1|m.7976	isoform b n=1 tax=caenorhabditis elegans =o45812_caeel	281	20	5.4E-104	66.25%										
comp8551_c0_seq1|m.7981	briggsae cbr-zhp-3 protein n=1 tax=haemonchus contortus =u6pir0_haeco	355	20	8.4E-131	57.85%										
comp8551_c0_seq2|m.7984	briggsae cbr-zhp-3 protein n=1 tax=haemonchus contortus =u6pir0_haeco	336	20	4.3E-119	56.95%										
comp8556_c0_seq1|m.7989	uniref100_a0a0d8 y4u7fructose-bisphosphate aldolase n=1 tax=dictyocaulus viviparus =a0a0d8y4u7_dicvi	370	20	0.0E0	85%										
comp8560_c0_seq1|m.7991	uniref100_w2t5j1 kinase domain protein n=1 tax=necator americanus =w2t5j1_necam	199	20	1.7E-85	74.3%										
comp8563_c0_seq1|m.7993	---NA---	311	0	-	-										
comp8563_c0_seq2|m.7994	---NA---	166	0	-	-										
comp8568_c0_seq1|m.7997	uniref100_u6p285 ferredoxin and	170	20	4.0E-67	71.65%										
comp8572_c0_seq1|m.8000	UniRuniref100_W2TN43 Uncharacterized protein n=1 Tax=Necator americanus RepID=W2TN43_NECAM	152	11	3.8E-55	63.55%										
comp8576_c0_seq1|m.8002	uniref100_u6nw71 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1522 n=1 tax=haemonchus contortus =u6nw71_haeco	234	7	7.1E-49	49.57%										
comp8577_c0_seq2|m.8003	uniref100_u6nrp4 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6nrp4_haeco	135	7	7.4E-23	65.29%										
comp8579_c0_seq1|m.8004	uniref100_a0a0d8 y6s7prp38 family protein n=1 tax=dictyocaulus viviparus =a0a0d8y6s7_dicvi	338	20	1.2E-158	81.2%										
comp8585_c0_seq1|m.8011	uniref100_u6nm12 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6nm12_haeco	307	20	9.5E-125	80.9%										
comp8586_c0_seq1|m.8013	uniref100_u6nmk4 zinc finger and homeobox domain containing protein n=1 tax=haemonchus contortus =u6nmk4_haeco	182	16	8.6E-99	57%										
comp8587_c0_seq1|m.8014	uniref100_a0a016 tjy5casein kinase ii subunit beta n=1 tax=ancylostoma ceylanicum =a0a016tjy5_9bila	278	20	1.4E-144	92.05%										
comp8589_c0_seq1|m.8016	uniref100_u6npi5 ribosomal protein nadh dehydrogenase domain containing protein n=1 tax=haemonchus contortus =u6npi5_haeco	192	20	5.4E-86	76.8%										
comp8590_c0_seq1|m.8017	uniref100_a0a0d8 xe99thrombospondin type 1 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xe99_dicvi	182	20	2.3E-72	75%										
comp8590_c0_seq2|m.8020	uniref100_a0a0d8 xe99thrombospondin type 1 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xe99_dicvi	130	20	1.0E-55	74.05%										
comp8591_c0_seq1|m.8021	uniref100_u6p688 nucleotidyl transferase and bacterial transferase hexapeptide repeat domain containing protein n=1 tax=haemonchus contortus =u6p688_haeco	400	20	0.0E0	84.8%										
comp8591_c0_seq2|m.8023	uniref100_u6p688 nucleotidyl transferase and bacterial transferase hexapeptide repeat domain containing protein n=1 tax=haemonchus contortus =u6p688_haeco	388	20	0.0E0	85.85%										
comp8594_c0_seq1|m.8025	uniref100_a0a0d8 xaz8amp-binding enzyme n=1 tax=dictyocaulus viviparus =a0a0d8xaz8_dicvi	357	20	2.8E-159	73.15%										
comp8594_c0_seq2|m.8026	uniref100_a0a0d8 xaz8amp-binding enzyme n=1 tax=dictyocaulus viviparus =a0a0d8xaz8_dicvi	276	20	3.1E-122	74.3%										
comp8602_c0_seq1|m.8027	uniref100_a0a0c2 dej2hsp90 protein n=1 tax=ancylostoma duodenale =a0a0c2dej2_9bila	727	20	0.0E0	93.95%										
comp8606_c0_seq1|m.8030	uniref100_u6prs8 zinc finger and rna recognition motif and short-chain dehydrogenase reductase sdr domain containing protein n=1 tax=haemonchus contortus =u6prs8_haeco	418	20	0.0E0	80.55%										
comp8609_c0_seq2|m.8031	uniref100_e3lgt6 cre-rrf-3 protein n=1 tax=caenorhabditis remanei =e3lgt6_caere	183	18	2.1E-72	63.72%										
comp8610_c0_seq1|m.8032	uniref100_a0a0d8 xx99cwf15 cwc15 cell cycle control protein n=1 tax=dictyocaulus viviparus =a0a0d8xx99_dicvi	230	20	1.7E-93	82.55%										
comp8611_c0_seq2|m.8034	---NA---	111	0	-	-										
comp8612_c0_seq1|m.8035	uniref100_u6nk10 alpha beta hydrolase fold-1 domain containing protein n=1 tax=haemonchus contortus =u6nk10_haeco	465	20	0.0E0	70.1%										
comp8612_c0_seq2|m.8036	uniref100_u6nk10 alpha beta hydrolase fold-1 domain containing protein n=1 tax=haemonchus contortus =u6nk10_haeco	411	20	6.0E-148	68%										
comp8614_c0_seq1|m.8037	uniref100_w2shf5 sulfate permease n=1 tax=necator americanus =w2shf5_necam	727	20	0.0E0	70.25%										
comp8615_c0_seq1|m.8038	uniref100_a0a0d6 lk55major sperm protein n=1 tax=ancylostoma ceylanicum =a0a0d6lk55_9bila	172	20	1.5E-86	76.45%										
comp8618_c0_seq1|m.8041	---NA---	106	0	-	-										
comp8620_c0_seq1|m.8042	uniref100_u6pt57 chch domain containing protein n=1 tax=haemonchus contortus =u6pt57_haeco	122	20	1.7E-24	78%										
comp8620_c0_seq2|m.8043	uniref100_u6pt57 chch domain containing protein n=1 tax=haemonchus contortus =u6pt57_haeco	189	20	1.6E-88	81.2%										
comp8627_c0_seq2|m.8044	uniref100_u6pzh9 protein n=1 tax=haemonchus contortus =u6pzh9_haeco	148	17	1.2E-62	76.94%										
comp8634_c0_seq1|m.8047	uniref100_a0a0d8 xu25dna-binding protein n=1 tax=dictyocaulus viviparus =a0a0d8xu25_dicvi	404	20	0.0E0	82.1%										
comp8635_c0_seq1|m.8048	uniref100_w2t4h1 sap domain protein n=1 tax=necator americanus =w2t4h1_necam	362	20	1.6E-131	66.2%										
comp8645_c0_seq1|m.8054	uniref100_u6psk4 atpase associated with various cellular activities and clp atpase domain containing protein n=1 tax=haemonchus contortus =u6psk4_haeco	552	20	0.0E0	84.25%										
comp8646_c0_seq1|m.8055	uniref100_a0a0d8 yf40mir domain protein n=1 tax=dictyocaulus viviparus =a0a0d8yf40_dicvi	204	20	1.4E-87	76.75%										
comp8648_c0_seq2|m.8057	---NA---	111	0	-	-										
comp8650_c0_seq1|m.8062	uniref100_w6nlm0 sds3 domain containing protein n=1 tax=haemonchus contortus =w6nlm0_haeco	143	5	1.1E-11	69.4%										
comp8651_c0_seq1|m.8063	uniref100_u6p9p6 cre-gei-4 protein n=1 tax=haemonchus contortus =u6p9p6_haeco	403	20	1.9E-164	79%										
comp8651_c0_seq2|m.8064	uniref100_u6p9p6 cre-gei-4 protein n=1 tax=haemonchus contortus =u6p9p6_haeco	812	20	0.0E0	74.3%										
comp8652_c0_seq1|m.8065	uniref100_u6nsl5 brix domain containing protein n=1 tax=haemonchus contortus =u6nsl5_haeco	366	20	9.1E-156	77.95%										
comp8655_c0_seq1|m.8067	uniref100_u6p390 spliced leader 30 kda protein n=1 tax=haemonchus contortus =u6p390_haeco	232	20	5.5E-89	67.95%										
comp8655_c0_seq2|m.8068	uniref100_u6p390 spliced leader 30 kda protein n=1 tax=haemonchus contortus =u6p390_haeco	212	20	6.4E-81	65.25%										
comp8656_c0_seq1|m.8069	---NA---	159	0	-	-										
comp8657_c0_seq1|m.8070	uniref100_a0a0d8 y7g2cwf21 n=1 tax=dictyocaulus viviparus =a0a0d8y7g2_dicvi	419	20	4.5E-105	85.65%										
comp8658_c0_seq1|m.8071	uniref100_w6npy8 trna rrna methyltransferase domain containing protein n=1 tax=haemonchus contortus =w6npy8_haeco	188	12	4.0E-41	56.08%										
comp8663_c0_seq1|m.8074	uniref100_a0a0d6 l6p6protein yipf n=1 tax=ancylostoma ceylanicum =a0a0d6l6p6_9bila	255	20	3.0E-97	72.1%										
comp8669_c0_seq1|m.8076	uniref100_a0a0d8 xhu3bar domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xhu3_dicvi	108	20	2.0E-37	71.65%										
comp8670_c0_seq1|m.8077	thiamine diphosphate binding domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xru4_dicvi	620	20	0.0E0	85.95%										
comp8677_c0_seq1|m.8080	uniref100_u6pj97 eukaryotic translation initiation factor 4e (eif-4e) domain containing protein n=1 tax=haemonchus contortus =u6pj97_haeco	246	20	1.2E-123	88.5%										
comp8683_c0_seq1|m.8084	region n=1 tax=ancylostoma duodenale =a0a0c2g6u3_9bila	143	20	1.0E-69	87.2%										
comp8684_c0_seq2|m.8087	uniref100_a0a0d8 xxr9eukaryotic translation initiation factor 3 subunit m n=1 tax=dictyocaulus viviparus =a0a0d8xxr9_dicvi	322	20	9.0E-166	84.15%										
comp8686_c0_seq1|m.8088	uniref100_upi000 3c8041d intermediate filament protein b-like n=1 tax=vicugna pacos =upi0003c8041d	590	20	0.0E0	94.75%										
comp8686_c0_seq2|m.8090	uniref100_u6ps36 filament and intermediate filament domain containing protein n=1 tax=haemonchus contortus =u6ps36_haeco	565	20	0.0E0	95.5%										
comp8687_c0_seq1|m.8092	UniRuniref100_A0A016 S8M2Uncharacterized protein n=1 Tax=Ancylostoma ceylanicum RepID=A0A016S8M2_9BILA	103	2	7.0E-5	62.5%										
comp8688_c0_seq1|m.8097	uniref100_upi000 5acb64c rpa-interacting n=1 tax=fopius arisanus =upi0005acb64c	210	11	5.7E-70	68.18%										
comp8689_c0_seq1|m.8098	uniref100_w6n9j3 bromodomain transcription factor domain containing protein n=1 tax=haemonchus contortus =w6n9j3_haeco	394	9	2.8E-26	57.89%										
comp8689_c0_seq2|m.8099	uniref100_w6n9j3 bromodomain transcription factor domain containing protein n=1 tax=haemonchus contortus =w6n9j3_haeco	438	20	5.2E-44	55.1%										
comp8691_c0_seq2|m.8104	uniref100_a8ws77 protein cbg02237 n=1 tax=caenorhabditis briggsae =a8ws77_caebr	167	20	1.2E-40	51.6%										
comp8692_c0_seq1|m.8105	uniref100_w2tpl0 fyve zinc finger n=1 tax=necator americanus =w2tpl0_necam	416	20	0.0E0	76.15%										
comp8693_c0_seq1|m.8107	uniref100_a0a0d6 ljs8ion channel n=1 tax=ancylostoma ceylanicum =a0a0d6ljs8_9bila	440	20	9.1E-170	70.3%										
comp8695_c0_seq1|m.8115	uniref100_u6nl92 tgf-beta receptor activin receptor domain containing protein n=1 tax=haemonchus contortus =u6nl92_haeco	129	20	6.2E-45	71.15%										
comp8696_c0_seq1|m.8116	uniref100_a0a016 s5t6mob1 phocein family protein n=1 tax=ancylostoma ceylanicum =a0a016s5t6_9bila	248	20	2.0E-118	90.45%										
comp8696_c0_seq4|m.8119	uniref100_a0a016 s5t6mob1 phocein family protein n=1 tax=ancylostoma ceylanicum =a0a016s5t6_9bila	265	20	2.4E-115	83.85%										
comp8698_c0_seq1|m.8122	UniRuniref100_A0A0D8 XQS8Uncharacterized protein n=1 Tax=Dictyocaulus viviparus RepID=A0A0D8XQS8_DICVI	105	1	1.3E-6	75%										
comp8698_c0_seq2|m.8123	uniref100_u6pbm0 protein n=1 tax=haemonchus contortus =u6pbm0_haeco	230	10	7.5E-44	62.1%										
comp8698_c0_seq3|m.8124	uniref100_u6pbm0 protein n=1 tax=haemonchus contortus =u6pbm0_haeco	286	12	4.6E-78	63.25%										
comp8699_c0_seq1|m.8125	uniref100_a0a0d8 x8l0alpha- -mannosidase n=1 tax=dictyocaulus viviparus =a0a0d8x8l0_dicvi	962	20	0.0E0	74.6%										
comp8699_c0_seq2|m.8127	uniref100_a0a0d8 x8l0alpha- -mannosidase n=1 tax=dictyocaulus viviparus =a0a0d8x8l0_dicvi	702	20	0.0E0	79.25%										
comp8700_c0_seq1|m.8129	uniref100_a0a0d8 xvv6 serine--trna ligase n=1 tax=dictyocaulus viviparus =a0a0d8xvv6_dicvi	101	20	1.5E-20	74.7%										
comp8701_c0_seq3|m.8132	uniref100_a0a0d8 yf28dihydrofolate reductase n=1 tax=dictyocaulus viviparus =a0a0d8yf28_dicvi	103	20	4.2E-36	75.25%										
comp8702_c0_seq1|m.8133	uniref100_a8wms2 protein cbg00487 n=1 tax=caenorhabditis briggsae =a8wms2_caebr	103	20	8.1E-32	63.4%										
comp8702_c0_seq2|m.8134	uniref100_a8wms2 protein cbg00487 n=1 tax=caenorhabditis briggsae =a8wms2_caebr	129	20	2.4E-48	71.15%										
comp8705_c0_seq2|m.8142	uniref100_a0a0d8 xu66v-type c subunit n=1 tax=dictyocaulus viviparus =a0a0d8xu66_dicvi	384	20	0.0E0	91.45%										
comp8706_c0_seq2|m.8144	uniref100_u6pzk4 cortactin-binding protein-2 domain containing protein n=2 tax=haemonchus contortus =u6pzk4_haeco	480	20	0.0E0	71.45%										
comp8707_c0_seq3|m.8149	uniref100_u6ppr5 dna repair protein rad10 and helix-hairpin-helix motif domain containing protein n=1 tax=haemonchus contortus =u6ppr5_haeco	281	20	2.8E-109	76.35%										
comp8708_c0_seq1|m.8150	uniref100_a0a0c2 bvg9tigr00251 family protein n=1 tax=ancylostoma duodenale =a0a0c2bvg9_9bila	116	20	2.7E-34	75.05%										
comp8709_c0_seq1|m.8151	uniref100_u6pjh7 pab-dependent poly -specific ribonuclease subunit pan3 n=1 tax=haemonchus contortus =u6pjh7_haeco	322	20	2.6E-133	64.15%										
comp8709_c0_seq2|m.8152	uniref100_u6pjh7 pab-dependent poly -specific ribonuclease subunit pan3 n=1 tax=haemonchus contortus =u6pjh7_haeco	624	20	0.0E0	70.95%										
comp8709_c0_seq3|m.8153	uniref100_u6pjh7 pab-dependent poly -specific ribonuclease subunit pan3 n=1 tax=haemonchus contortus =u6pjh7_haeco	465	20	0.0E0	68.2%										
comp8712_c0_seq1|m.8156	uniref100_u6pd72 ribosomal protein s24 s35 domain containing protein n=1 tax=haemonchus contortus =u6pd72_haeco	379	20	7.0E-172	73.15%										
comp8712_c0_seq2|m.8157	uniref100_u6pd72 ribosomal protein s24 s35 domain containing protein n=1 tax=haemonchus contortus =u6pd72_haeco	225	20	8.5E-98	77.45%										
comp8715_c0_seq1|m.8169	uniref100_a0a0c2 gk25pyridine nucleotide-disulfide oxidoreductase family protein n=2 tax=ancylostoma duodenale =a0a0c2gk25_9bila	283	20	1.5E-133	76.9%										
comp8717_c0_seq1|m.8173	uniref100_w2trr3 tryptophan--trna ligase n=1 tax=necator americanus =w2trr3_necam	416	20	0.0E0	84.85%										
comp8719_c0_seq1|m.8179	uniref100_u6p1b0 cre-glb-20 protein n=1 tax=haemonchus contortus =u6p1b0_haeco	260	20	2.1E-117	75.05%										
comp8720_c0_seq1|m.8180	uniref100_w2thy7 syndecan n=1 tax=necator americanus =w2thy7_necam	220	20	5.4E-75	68.25%										
comp8721_c0_seq1|m.8181	uniref100_a0a0d6 lx54zinc c3hc4 type n=1 tax=ancylostoma ceylanicum =a0a0d6lx54_9bila	348	20	6.8E-133	75.1%										
comp8721_c0_seq4|m.8184	uniref100_a0a0d6 lx54zinc c3hc4 type n=1 tax=ancylostoma ceylanicum =a0a0d6lx54_9bila	183	20	7.4E-78	78.8%										
comp8722_c0_seq1|m.8185	uniref100_u6pfs9 glycoside hydrolase domain containing protein n=1 tax=haemonchus contortus =u6pfs9_haeco	643	20	0.0E0	77.85%										
comp8725_c0_seq1|m.8188	uniref100_w2tsp0 transcription initiation factor beta subunit n=2 tax=ancylostomatidae =w2tsp0_necam	165	3	2.5E-5	60.33%										
comp8725_c0_seq2|m.8189	uniref100_w2tsp0 transcription initiation factor beta subunit n=2 tax=ancylostomatidae =w2tsp0_necam	204	5	1.9E-20	52.8%										
comp8725_c0_seq3|m.8191	UniRuniref100_A0A0B1 S377Uncharacterized protein n=1 Tax=Oesophagostomum dentatum RepID=A0A0B1S377_OESDE	115	3	1.8E-9	68.67%										
comp8726_c0_seq1|m.8192	uniref100_u6nnn2 nonaspanin domain containing protein n=1 tax=haemonchus contortus =u6nnn2_haeco	372	20	0.0E0	82.45%										
comp8726_c0_seq2|m.8194	uniref100_u6nnn2 nonaspanin domain containing protein n=1 tax=haemonchus contortus =u6nnn2_haeco	665	20	0.0E0	84.55%										
comp8727_c0_seq1|m.8195	uniref100_u6p2d7 ist-1 n=1 tax=haemonchus contortus =u6p2d7_haeco	284	15	1.8E-79	62.73%										
comp8728_c0_seq1|m.8197	uniref100_a0a0d8 yae7ercc4 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8yae7_dicvi	463	20	9.7E-141	61.25%										
comp8728_c0_seq2|m.8198	uniref100_a0a0d8 yae7ercc4 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8yae7_dicvi	365	20	5.7E-97	65.45%										
comp8729_c0_seq1|m.8199	uniref100_u6pg74 pdz and variant sh3 and guanylate kinase domain containing protein n=1 tax=haemonchus contortus =u6pg74_haeco	785	20	0.0E0	73.95%										
comp8730_c0_seq1|m.8200	uniref100_u6pde3 cysteinyl-trna synthetase domain containing protein n=1 tax=haemonchus contortus =u6pde3_haeco	765	20	0.0E0	80.2%										
comp8732_c0_seq1|m.8206	uniref100_u6pbn5 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pbn5_haeco	337	20	5.6E-144	69.15%										
comp8734_c0_seq1|m.8210	uniref100_a0a0d6 m4j0actin n=2 tax=strongylida =a0a0d6m4j0_9bila	329	20	0.0E0	81.25%										
comp8734_c0_seq2|m.8212	uniref100_a0a0d6 m4j0actin n=2 tax=strongylida =a0a0d6m4j0_9bila	375	20	0.0E0	91.15%										
comp8743_c0_seq3|m.8228	uniref100_u6p9k6 protein n=1 tax=haemonchus contortus =u6p9k6_haeco	179	20	1.5E-44	61.6%										
